Date,Open,High,Low,Close,Adj Close,Volume
2016-12-15,15.710000,15.710000,15.710000,15.710000,14.387493,0
2016-12-16,15.710000,15.710000,15.710000,15.710000,14.387493,0
2016-12-19,15.710000,15.710000,15.710000,15.710000,14.387493,0
2016-12-20,15.710000,15.710000,15.710000,15.710000,14.387493,0
2016-12-21,15.710000,15.710000,15.710000,15.710000,14.387493,0
2016-12-22,15.710000,15.710000,15.710000,15.710000,14.387493,0
2016-12-23,15.710000,15.710000,15.710000,15.710000,14.387493,0
2016-12-27,15.710000,15.710000,15.710000,15.710000,14.387493,0
2016-12-28,15.710000,15.710000,15.710000,15.710000,14.387493,0
2016-12-29,15.710000,15.710000,15.710000,15.710000,14.387493,0
2016-12-30,15.710000,15.710000,15.710000,15.710000,14.387493,0
2017-01-03,15.710000,15.710000,15.710000,15.710000,14.387493,0
2017-01-04,15.710000,15.710000,15.710000,15.710000,14.387493,0
2017-01-05,15.710000,15.710000,15.710000,15.710000,14.387493,0
2017-01-06,15.710000,15.710000,15.710000,15.710000,14.387493,0
2017-01-09,15.710000,15.710000,15.710000,15.710000,14.387493,0
2017-01-10,15.710000,15.710000,15.710000,15.710000,14.387493,0
2017-01-11,15.870000,15.900000,15.870000,15.900000,14.561499,300
2017-01-12,15.900000,15.900000,15.900000,15.900000,14.561499,0
2017-01-13,15.900000,15.900000,15.900000,15.900000,14.561499,0
2017-01-17,15.900000,15.900000,15.900000,15.900000,14.561499,0
2017-01-18,15.900000,15.900000,15.900000,15.900000,14.561499,0
2017-01-19,15.900000,15.900000,15.900000,15.900000,14.561499,0
2017-01-20,15.900000,15.900000,15.900000,15.900000,14.561499,0
2017-01-23,16.030001,16.030001,16.011000,16.011000,14.663157,400
2017-01-24,16.011000,16.011000,16.011000,16.011000,14.663157,0
2017-01-25,16.287001,16.289000,16.287001,16.289000,14.917749,200
2017-01-26,16.289000,16.289000,16.289000,16.289000,14.917749,0
2017-01-27,16.190001,16.190001,16.190001,16.190001,14.827086,200
2017-01-30,16.020000,16.020000,16.020000,16.020000,14.671398,500
2017-01-31,16.100000,16.100000,16.100000,16.100000,14.744661,500
2017-02-01,16.100000,16.100000,16.100000,16.100000,14.797050,0
2017-02-02,16.100000,16.100000,16.100000,16.100000,14.797050,0
2017-02-03,16.020000,16.049999,16.020000,16.049999,14.751094,2000
2017-02-06,15.834000,15.860000,15.834000,15.841000,14.559009,800
2017-02-07,15.820000,15.840000,15.820000,15.840000,14.558091,1100
2017-02-08,15.840000,15.840000,15.840000,15.840000,14.558091,0
2017-02-09,15.840000,15.840000,15.840000,15.840000,14.558091,0
2017-02-10,15.840000,15.840000,15.840000,15.840000,14.558091,0
2017-02-13,16.260000,16.260000,16.124001,16.124001,14.819111,1000
2017-02-14,16.124001,16.124001,16.124001,16.124001,14.819111,0
2017-02-15,16.180000,16.180000,16.180000,16.180000,14.870577,900
2017-02-16,16.200001,16.200001,16.200001,16.200001,14.888956,1100
2017-02-17,16.150000,16.150000,16.030001,16.070000,14.769476,1300
2017-02-21,16.070000,16.070000,16.070000,16.070000,14.769476,0
2017-02-22,15.960000,16.020000,15.960000,16.020000,14.723526,500
2017-02-23,16.139999,16.139999,16.139999,16.139999,14.833813,200
2017-02-24,15.840000,15.840000,15.840000,15.840000,14.558091,100
2017-02-27,15.900000,15.900000,15.900000,15.900000,14.613236,300
2017-02-28,15.880000,15.970000,15.880000,15.970000,14.677571,3000
