Date,Open,High,Low,Close,Adj Close,Volume
2013-08-02,120.730003,121.029999,120.720001,121.010002,112.951958,324000
2013-08-05,120.870003,120.910004,120.760002,120.870003,112.821251,104600
2013-08-06,120.820000,120.900002,120.779999,120.849998,112.802536,144600
2013-08-07,120.930000,121.050003,120.879997,120.970001,112.914619,211300
2013-08-08,121.029999,121.099998,120.910004,121.019997,112.961235,92100
2013-08-09,121.010002,121.099998,120.989998,121.089996,113.026588,171800
2013-08-12,121.129997,121.150002,120.959999,121.000000,112.942596,237000
2013-08-13,120.660004,120.660004,120.419998,120.500000,112.475883,92600
2013-08-14,120.470001,120.570000,120.470001,120.519997,112.494591,59100
2013-08-15,120.180000,120.370003,120.050003,120.269997,112.261215,143300
2013-08-16,120.260002,120.260002,119.879997,120.050003,112.055847,1712900
2013-08-19,119.949997,119.949997,119.760002,119.870003,111.887856,112800
2013-08-20,120.089996,120.180000,120.059998,120.160004,112.158531,102000
2013-08-21,120.029999,120.110001,119.699997,119.730003,111.757172,169800
2013-08-22,119.629997,119.720001,119.410004,119.519997,111.561134,82300
2013-08-23,119.400002,119.879997,119.330002,119.769997,111.794495,63900
2013-08-26,120.000000,120.000000,119.870003,119.980003,111.990517,185300
2013-08-27,120.160004,120.339996,120.080002,120.269997,112.261215,199200
2013-08-28,120.099998,120.139999,119.940002,120.029999,112.037163,171700
2013-08-29,119.809998,120.139999,119.809998,120.089996,112.093201,82600
2013-08-30,120.089996,120.139999,119.919998,119.959999,111.971848,314800
2013-09-03,119.570000,119.690002,119.309998,119.629997,111.738342,25511600
2013-09-04,119.599998,119.669998,119.269997,119.309998,111.439461,1268000
2013-09-05,119.000000,119.070000,118.769997,118.779999,110.944420,1770700
2013-09-06,119.290001,119.529999,119.129997,119.239998,111.374054,702700
2013-09-09,119.529999,119.550003,119.430000,119.459999,111.579529,461000
2013-09-10,119.209999,119.330002,119.150002,119.180000,111.318069,250300
2013-09-11,119.389999,119.540001,119.220001,119.519997,111.635574,439700
2013-09-12,119.639999,119.739998,119.480003,119.500000,111.616913,368700
2013-09-13,119.489998,119.620003,119.459999,119.589996,111.700966,214800
2013-09-16,120.269997,120.290001,119.860001,119.900002,111.990524,219000
2013-09-17,120.050003,120.070000,119.910004,120.029999,112.111946,227800
2013-09-18,119.910004,121.029999,119.779999,120.879997,112.905884,307200
2013-09-19,120.839996,120.879997,120.650002,120.680000,112.719086,306000
2013-09-20,120.660004,120.790001,120.570000,120.669998,112.709740,234900
